recipe,title_length,recipe_length,ingredients_length,recipe_freq_word,number_of_ingredient,class
Canard en cocotte et navets sautés,6,99,31,canard,11,Plat principal
Fraisier revisité aux speculos,4,72,18,chantilly,6,Dessert
Capellini et flétan à l'indienne,5,88,50,ajouter,13,Plat principal
Tortilla de patatas comme en Espagne,6,180,32,huile,10,Entrée
Cookies de la marquise,4,40,22,beurre,8,Dessert
Quiche de pommes de terre,5,48,24,pomme,9,Plat principal
Salade japonaise de concombre et de thon au sésame,9,65,39,concombre,7,Entrée
Pâte à Crepes Express,4,43,21,verser,8,Dessert
Saumon au caramel epicé,4,74,44,four,11,Plat principal
Brochettes au poulet et aux fruits de mer,8,121,52,versez,19,Plat principal
Crevettes aux épices à la plancha,6,58,64,crevette,14,Entrée
Biscuit à la cuiller,4,90,10,sucre,5,Dessert
Gratin de légumes,3,70,31,plat,9,Plat principal
Kouign amann comme en Bretagne,5,102,19,mettre,6,Dessert
Salade bulgare,2,31,10,concombre,6,Entrée
Mousse à la betterave rouge,5,41,23,blanc,7,Entrée
Moussaka au mouton,3,85,34,aubergine,12,Plat principal
Salade aux lardons et toasts au foie gras,8,109,71,vinaigrette,14,Plat principal
Omelette aux graines germées,4,97,31,lanière,11,Plat principal
Escalopes de dinde comme en Italie,6,59,14,mettre,7,Plat principal
Soufflé aux mirabelles,3,83,26,crème,12,Dessert
Duo de pêches-abricots caramélisés,4,54,12,pêche,6,Dessert
Soufflé froid au Grand-Marnier,4,70,14,ramequin,5,Dessert
Gambas à la mexicaine,4,59,30,ajouter,9,Plat principal
Tomates dorées à la grecque,5,64,48,tomate,13,Plat principal
Chaud-tiède-froid de chocolat aux pistaches,5,116,38,faire,10,Dessert
Poulet tanuki (Japon),3,47,19,feu,6,Plat principal
"Gratin tomates, aubergines et champignons",5,69,34,faire,12,Plat principal
Tomates farcies au blanc de poulet et purée de petits pois,11,53,18,mettre,6,Entrée
Bar au fenouil,3,32,20,fenouil,12,Plat principal
Tourte saumon champignons,3,59,29,champignon,9,Plat principal
Friand jambon fromage,3,85,31,ajouter,11,Entrée
Salade pastelle de blé sucrée-salée,5,65,57,blé,16,Entrée
Cake au citron,3,53,17,citron,7,Dessert
Poulet curry vert et pois gourmands,6,120,29,pâte,9,Plat principal
GÂTEAU DE RIZ A LA POMME,6,117,38,riz,11,Dessert
Madeleines à l'ananas,3,52,19,degré,7,Dessert
Galette au chocolat,3,33,22,mélange,6,Dessert
Carbonade bretonne,2,90,44,andouille,13,Plat principal
Lasagnes Dauphinoises Ludoviciennes,3,66,32,couche,10,Plat principal
Palourdes au gingembre et au curry,6,47,26,ajouter,10,Plat principal
Crêpes martiennes (choco pistache),4,90,34,crêpe,10,Dessert
Entremets aux amandes rapide,4,65,22,eau,7,Dessert
Tourain blanchi à l'ail,4,89,32,fait,10,Entrée
Filets de sandre au vin blanc,6,62,22,faire,8,Plat principal
Quatre-quarts chocolat banane,3,43,26,four,9,Dessert
Courgettes farcies au thon,4,52,16,courgette,8,Plat principal
Pruneaux au vin rouge,4,49,32,pruneau,7,Dessert
Tarte au persil et au gouda,6,38,18,tarte,7,Entrée
Foie de lotte à la gelée de sauterne,8,60,17,foie,7,Entrée
Crêpes (tradition bretonne),3,12,24,mélanger,8,Dessert
Muffins au thon et aux olives,6,41,18,mélanger,6,Entrée
Minis clafoutis orange et chocolat,5,96,63,four,8,Dessert
Pavé de saumon frais en papillotte,6,71,27,mélange,9,Plat principal
Saumon aux poireaux,3,75,18,poireau,7,Plat principal
Salade d'avocat au citron vert,5,59,13,feuille,7,Entrée
Plat du tigre (salade chinoise à base de concombres),9,139,43,concombre,11,Entrée
Tartichèvre provençale,2,160,44,patate,11,Plat principal
Radis roses à la crème facile,6,35,12,petit,5,Entrée
Gâteau au yaourt pistache et fleur d'oranger,7,65,42,utiliser,11,Dessert
Nems au crabe - recette vietnamienne + sauce,8,133,85,eau,19,Entrée
Petits gâteaux aux épices,4,60,27,ajouter,7,Dessert
Escalope de veau Van Dottem,5,27,16,cuire,4,Plat principal
Poulet au vinaigre et à la crème,7,59,38,poulet,10,Plat principal
Flan économique,2,32,11,verser,5,Dessert
Crique provençale,2,67,28,bien,8,Plat principal
Clafoutis fantaisie,2,95,21,couche,9,Dessert
Soupe au céleri et aux épices,6,39,23,min,6,Entrée
PALERON AUX CAROTTES,3,111,34,faire,10,Plat principal
Gambas aux black beans (haricots noirs chinois),7,56,36,crevette,10,Plat principal
Salade craquante,2,31,45,mélanger,12,Entrée
Gratin de légumes à la chair à saucisse,8,64,29,rondelle,10,Plat principal
Gratin aux asperges et lardons,5,94,27,asperge,8,Plat principal
Filet de sole à l'ostendaise,5,98,41,ajouter,11,Entrée
Tarte aux poireaux et au thon,6,67,17,poireau,9,Plat principal
Quiche jambon Forêt Noire,4,70,31,mélange,10,Plat principal
Gâteau d'anniversaire pour les 3 ans d'un enfant,8,102,50,gâteau,19,Dessert
Pommes de terre fromagères,4,53,36,plat,11,Plat principal
Verrines avocat pour enfants,4,39,14,avocat,6,Entrée
Mousse d'avocats au saumon fumé,5,51,34,avocat,11,Entrée
Omelette chocolat coco,3,27,13,chocolat,5,Dessert
Panisse façon Cadix (Espagne),4,45,10,pâte,4,Entrée
Reine de saba sans farine,5,62,23,faire,7,Dessert
Clafoutis d'endives aux girolles gratiné,5,46,26,faire,9,Plat principal
Epaule d'agneau farcie au cognac,5,92,48,ail,15,Plat principal
Pâtes aux 5 p,4,57,15,=,7,Plat principal
Gâteau de santé (alsace G'suntheitkuehe),5,78,24,petit,9,Dessert
Tarte à la ricotta et bananes,6,59,21,disposer,8,Dessert
Muffins à la noix de coco et fruits secs,9,56,36,ajouter,10,Dessert
Pâtes de la mer,4,39,29,pâte,11,Entrée
CANARD LAQUÉ AUX FIGUES ET AU MIEL,7,116,34,cuillère,11,Plat principal
Petites fritures,2,32,14,bien,6,Plat principal
Fondant au chocolat d'Amicie à la farine de quinoa (sans gluten),11,209,37,chocolat,9,Dessert
Gâteau à l'abricot de mon Papy,6,51,31,verser,11,Dessert
Bounty (gâteau),2,129,21,gâteau,10,Dessert
Méli-mélo de chocolat et d'amour...,5,157,45,chocolat,11,Dessert
Pâtes au potiron,3,48,36,ajouter,13,Plat principal
Petits Chaussons au thon de Christelle,6,67,43,chausson,12,Entrée
Terrinée de riz des noces bretonnes,6,95,32,four,8,Dessert
Charlotte au chocolat à tartiner,5,70,24,mélange,8,Dessert
Tarte au citron meringuée,4,103,28,four,11,Dessert
"Le cake d'amour ( vu dans Peau d'âne, Jacques Demy )",11,101,32,pâte,10,Dessert
Curry de crevettes aux fruits,5,46,45,minute,13,Plat principal
Escalopes marinées citron basilic,4,52,21,jus,6,Plat principal
Steak tartare au vinaigre balsamique,5,34,30,2,9,Plat principal
Verrines de Noël,3,51,23,œuf,8,Plat principal
Travers de porc / spare ribs à ma façon,9,103,40,couper,11,Plat principal
Cuisse de canard confite au cidre,6,53,32,graisse,11,Plat principal
Cake pomme cannelle et noix,5,38,36,sucre,10,Dessert
"Porc au curry, pommes et bananes",6,73,52,ajouter,15,Plat principal
Tartine lorraine,2,76,22,oignon,7,Plat principal
Soupe aux flocons d'avoine facile et rapide,7,45,29,faire,9,Entrée
Tarte Tomates et Pecorino Pepato,5,91,49,pâte,12,Entrée
Pain perdu au saumon fumé,5,67,29,oeuf,9,Entrée
Tarte aux pommes et raisin blanc,6,37,25,crème,8,Dessert
Darnes de saumon en papillote de pac,7,98,16,darne,8,Plat principal
Tagliatelles aux brocolis sauce gorgonzola,5,88,29,faire,9,Plat principal
Tartare de saumon au gingembre,5,54,33,saumon,12,Entrée
Saumon mariné à l'indienne,4,90,36,saumon,10,Plat principal
Salade mangue crevette  parfumées,4,53,40,citron,12,Entrée
Dal lentilles au lait de coco,6,69,45,lentille,11,Plat principal
Magrets de canard au miel faciles,6,86,30,magret,11,Plat principal
Kiri pané au jambon,4,35,15,kiri,6,Plat principal
Nappage acidulé pour tartes au fruits,6,48,12,mettre,4,Dessert
Blanquette de guerre,3,105,18,veau,7,Plat principal
Cuisses de lapin à la crème fraîche de ma maman,10,37,15,faire,8,Plat principal
Petits roulés à la cannelle,5,87,59,sucre,15,Dessert
Sardines marinées au citron et carottes,6,24,16,oignon,6,Entrée
Pain d'épices aux noisettes et aux fruits,7,100,75,mélange,20,Dessert
Congolais ultra simple,3,76,35,ajouter,5,Dessert
Soupe aux choux noir,4,41,19,ajouter,9,Entrée
Tarte au sucre Algerie,4,64,35,pâte,10,Dessert
Cheesecake banofee,2,72,35,biscuit,11,Dessert
Goulache hongrois,2,35,30,faites,10,Plat principal
Crumble ananas chocolat de Fred S,6,69,25,pâte,7,Dessert
Salade fraîcheur melon - chèvre,5,84,28,assiette,12,Entrée
Knepfle,1,82,10,eau,5,Plat principal
Petits gateaux tièdes chocolat-amande,4,51,22,moule,7,Dessert
Tajine de poulet aux citrons confits et pruneaux,8,60,33,oignon,12,Plat principal
Entremets à la gelée de groseilles,6,93,28,biscuit,9,Dessert
Croûtes dorées au parmesan et persil,6,64,26,faire,9,Plat principal
Charlotte aux agrumes,3,110,35,crème,13,Dessert
Boeuf aux abricots,3,41,16,abricot,4,Plat principal
Bourmassa du Faso (beignets sucrés),5,50,26,mélanger,9,Dessert
Clafoutis aux abricots,3,62,19,ajouter,8,Dessert
Riz aux lardons et au miel de Marina,8,53,13,crème,7,Plat principal
Aubergines farcies au thon,4,46,21,aubergine,7,Plat principal
Billes de melons aux fruits rouges,6,77,19,melon,7,Dessert
Grondins rôtis et sa sauce crémeuse au vin blanc et au pastis,12,41,29,poisson,10,Plat principal
"Moelleux au chocolat chaud, sauce caramel",6,79,32,mettre,12,Dessert
Lasagnes d'aubergines tomates et chèvre frais,6,70,17,rondelle,8,Entrée
Feuilletés de chèvre à ma façon,6,68,20,rond,8,Entrée
Lotte à la scandinave,4,55,28,faire,10,Plat principal
Compote épicée,2,41,18,faire,7,Dessert
Citrons farcis au thon,4,96,49,citron,15,Entrée
Poulet indien (korma simplifié),4,65,43,huile,13,Plat principal
"Salade aux 3 fromages, sauce crémeuse à la moutarde",9,70,49,salade,15,Plat principal
Courgette-tomate mi-provencal,2,31,11,légume,7,Plat principal
Petits chèvres au miel,4,92,20,feuilleté,6,Entrée
Crumble aux tomates et aux oignons,6,122,39,oignon,12,Plat principal
Biscuits de Mongi (anneaux tunisiens),5,52,20,ajouter,7,Dessert
Mousse légère aux fraises Tagada,5,54,16,fraise,6,Dessert
Muffins fraises bananes (sans beurre),5,50,25,mélanger,9,Dessert
La tomate farcie au thon,5,28,23,tomate,9,Entrée
Toast oeuf bacon,3,36,10,faites,4,Plat principal
Glace au café meringuée,4,40,18,mélange,6,Dessert
Oeufs de caille et fagot d'asperges,6,93,30,mettre,9,Entrée
Rôti de porc à la moutarde et au miel,9,44,35,rôti,8,Plat principal
Rôti de porc en terrine 'basse température',7,47,13,cocotte,7,Plat principal
Haricots blancs frais à la sauce tomate,7,51,20,haricot,7,Plat principal
Terrine bicolore épinard saumon,4,58,23,faire,8,Entrée
Rillettes de thon aux oeufs durs,6,26,28,hacher,8,Plat principal
Taboulé frais sans huile façon walelia,6,95,29,semoule,8,Entrée
Nids de spaghetti aux tomates cocktail,6,45,18,spaghetti,9,Plat principal
Couscous sans couscoussier,3,129,30,cuillère,16,Plat principal
"Salade de tomates, oeuf, jambon",5,23,14,heure,6,Plat principal
"Tarte aux pommes, raisins et cannelle",6,62,49,laisser,16,Dessert
Pâtes fraiches au canard,4,48,19,faire,8,Plat principal
Poulet aux amande grillées,4,41,17,griller,5,Plat principal
Mousse au chocolat à l'orange et écorces confites,8,84,17,chocolat,6,Dessert
Poulet au fromage,3,35,22,poulet,7,Plat principal
Beignets de courgettes à l'aixoise,5,44,17,courgette,7,Entrée
Meat loaf aux poivrons et au ketchup (pain de viande américain),11,60,24,viande,8,Plat principal
Sabayon aux poires et kiwis gratiné,6,37,24,fruit,8,Dessert
Tiramisu chocolaté,2,87,29,cuillère,8,Dessert
Riz au boeuf épicé,4,26,34,faire,11,Plat principal
Crème veloutée aux fruits,4,55,42,ajouter,11,Dessert
Crevettes à la Béarnaise façon Maman,6,42,18,feu,7,Plat principal
Charlotte au chocolat blanc et lait concentré sucré,8,74,30,lait,8,Dessert
Tomates surprises,2,78,21,tomate,9,Entrée
Ballotines de volaille au chaource,5,107,27,four,11,Plat principal
Foie de lotte en conserve,5,115,72,court-bouillon,24,Entrée
Saint-Jacques et compotée de légumes au curcuma en feuilleté,9,144,58,légume,14,Plat principal
Fondant au Citron,3,60,30,gâteau,11,Dessert
Crevettes à l'espagnole,3,88,45,faire,13,Plat principal
Gâteau de riz à l'orange et au chocolat,8,77,31,riz,11,Dessert
Soupe de courge au roquefort,5,80,25,couper,9,Entrée
Pâtes aux petits pois (light et enfantin),7,51,22,ajouter,8,Plat principal
Soupe d'abricots et amandes à la lavande,7,60,32,abricot,7,Dessert
Chop suey (poulet ou porc),5,51,51,ajouter,14,Plat principal
Tarte aux abricots ultra facile,5,73,18,pâte,6,Dessert
Asperges en papillotes au parmesan,5,46,8,asperge,5,Entrée
Carré de veau à la moutarde à l'ancienne et aux pruneaux,11,54,21,min,9,Plat principal
Gâteau à la poudre de noisettes,6,63,23,blanc,7,Dessert
"Riz au four au poulet, champignons et olives",8,61,30,four,10,Plat principal
Pavé aux petits beurre à l'orange,6,72,16,orange,7,Dessert
Udon à l'Eurasienne,3,56,33,udon,9,Plat principal
Poêlée de Cèpes et Asperges,5,88,28,cèpe,12,Entrée
Mille feuilles poivrons - aubergines,5,76,43,viande,14,Plat principal
Gratin de pâtes aux 3 fromages,6,77,43,min,12,Plat principal
Salade surprenante California,3,113,36,bien,8,Entrée
Cake à la banane facile et rapide,7,57,24,mettre,9,Dessert
Boeuf sauté aux 5 parfums,5,64,30,5,8,Plat principal
Salade avocat et oeufs de lump,6,37,25,assiette,10,Entrée
Flan de ratatouille,3,41,8,moule,4,Entrée
Sorbet aux agrumes,3,91,11,citron,4,Dessert
Flans aux épices (Tex-Mex ),5,34,17,lait,7,Dessert
Soupe au saumon ( salmon chowder ),7,83,42,minute,12,Entrée
Roulés de jambon et d'épinards à la béchamel,8,76,24,fondre,9,Entrée
Méli-mélo de pommes sauce au massepain (pâte d'amande),8,73,20,pomme,9,Dessert
Poires au carambar au caramel,5,136,18,vanille,6,Dessert
Bûche biscuit aux raisins secs et glaçage chocolat,8,109,80,crème,25,Dessert
Poulet farci de ma grand-mère,5,73,37,farce,14,Plat principal
Cassolette de pieds de veau aux escargots,7,101,33,veau,15,Entrée
Escalope de dinde picarde,4,38,18,ajouter,7,Plat principal
Un très original sorbet poire vanille,6,48,26,2,8,Dessert
Pastis landais à la MAP,5,37,45,brioche,14,Dessert
Coquillettes au bleu et graines de pavot,7,57,21,bleu,6,Plat principal
Muffins de légumes,3,53,43,2,12,Entrée
Spaghetti au thon et à l'estragon,6,36,22,faire,9,Plat principal
Pavés de saumon forestiers,4,89,28,champignon,11,Plat principal
Tiramisu au café,3,55,31,oeuf,9,Dessert
Pommes de terre à la bière et au gouda,9,68,34,pomme,9,Plat principal
Les carbonnades de la mère Patoche,6,71,47,ajouter,10,Plat principal
Blanquette de dinde minute,4,50,30,ajouter,10,Plat principal
Tarte aux 3 légumes façon Marie,6,57,32,faire,12,Entrée
Soupe aux noisettes,3,32,29,faites,10,Plat principal
Tajine de veau aux pommes de terre et olives,9,59,41,ajouter,13,Plat principal
Cake aux amandes et aux carottes,6,51,28,bol,9,Dessert
Tarte aux pommes et fromage blanc,6,40,20,etaler,7,Dessert
Chou-fleur à la charlottesville,4,76,20,faire,8,Plat principal
Poulet aux écrevisses,3,190,64,50,21,Plat principal
Nougat glacé aux amandes,4,152,22,eau,8,Dessert
Ramequins de thon aux légumes,5,58,8,tomate,4,Entrée
Gaspacho de tomates au basilic,5,28,25,ajouter,10,Entrée
Ailerons de volaille et sa salade d'herbes,7,37,37,vinaigrette,10,Entrée
Tarte compote meringuée,3,108,41,four,11,Dessert
Quiche légère à la carotte et au fromage frais,9,48,34,préparation,10,Plat principal
Tarte chèvre miel,3,70,22,oignon,7,Entrée
Croq' baguette,2,58,30,pain,11,Plat principal
Toast au chèvre et échalotes,5,75,23,tranche,8,Entrée
Clafoutis au brocolis et tomates cerise,6,55,25,faites,9,Plat principal
"Salade d'été (tomate, mozza, fraise, melon)",6,29,22,idem,9,Entrée
Jambon en sauce au rhum,5,29,27,jambon,9,Plat principal
Brick chèvre jambon pruneau,4,60,10,1,7,Entrée
Cônes surprise,2,48,20,saumon,7,Entrée
Tarte à la ricotta et aux marrons,7,46,25,brisée,8,Dessert
Cake chèvre pruneau,3,52,37,ajouter,11,Entrée
Crumble fondant au chocolat blanc,5,50,20,couper,7,Dessert
Tarte rapide et délicieuse au fromage blanc,7,42,26,pâte,8,Dessert
Galettes de sarrasin,3,201,25,crêpe,9,Plat principal
Torta aux marrons (dessert hongrois),5,151,57,pâte,18,Dessert
Muffins knackis-patates douces,3,72,36,patate,13,Plat principal
Cake-flan au comté,3,38,21,râper,8,Entrée
Gratin de courgettes de Lily,5,70,24,faites,11,Plat principal
Charlotte aux noix et au café,6,39,41,crème,14,Dessert
"Verrine pêche, banane et chocolat",5,50,17,fondre,6,Dessert
Moules gratinées aux épinards et au roquefort,7,62,43,minute,12,Entrée
"Crèpes jambon, fromage, champignon",4,67,24,crêpe,8,Entrée
Madeleines faciles,2,62,25,min,8,Dessert
Petits friands à la viande ou au fromage,8,56,43,four,12,Plat principal
Soupe concombre curcuma menthe,4,32,30,concombre,9,Entrée
Rôti de dinde aux deux fruits,6,71,23,couper,8,Plat principal
Pancakes au Kiri et au jambon,6,41,21,jambon,8,Plat principal
Côtes de veau gratinées,4,31,21,four,8,Plat principal
Shimeji (champignon) au beurre,4,26,29,ajouter,7,Entrée
Terrine de légumes bien de chez nous (13ème rencontre Marmiton),10,138,28,poireau,9,Entrée
Tian d'aubergines aux poivrons et chèvre frais,7,77,24,papier,7,Entrée
Assiette de saumon aux blinis,5,49,26,mettre,12,Entrée
Tourte au saumon frais,4,93,35,faire,9,Plat principal
Pâtes sauce au chou romanesco et anchois,7,75,27,chou,8,Plat principal
Mini-concombres farcis du pêcheur,4,61,53,concombre,14,Entrée
Charlotte au chocolat et crème anglaise,6,109,50,chocolat,9,Dessert
Paupiettes à la fondue de légumes,6,64,11,faire,6,Plat principal
Poulpe cuisinés à la grecque,5,62,30,poulpe,14,Plat principal
Pomme de terre rose,4,46,27,pomme,9,Plat principal
Poisson sur lit de poireaux pommes de terre,8,96,32,poisson,9,Plat principal
Brochettes de boeuf marinées à la royale,7,72,37,saladier,10,Plat principal
Poulet korma (Inde),3,59,50,faire,13,Plat principal
Rüblitorte (tarte aux carottes),4,118,80,tarte,21,Dessert
Cake allégé au poulet et aux champignons,7,72,41,champignon,13,Entrée
Boeuf citronnelle en brochettes,4,52,29,brochette,8,Plat principal
Linguines aux courgettes,3,45,27,courgette,10,Plat principal
Émincé de boeuf aux poivrons,5,104,32,minute,11,Plat principal
Gâteau aux figues et aux noix,6,56,39,6,11,Dessert
Charlottes de pomme de terre au saumon fumé,8,63,20,pomme,7,Entrée
Champignons farcis au lard et au poulet,7,90,45,chapeau,13,Plat principal
Tomates farcies au fromage,4,69,40,tomate,12,Plat principal
Pavés de kangourou au genièvre,5,68,20,pavé,8,Plat principal
TERRINE DE POULET,3,55,38,sel,13,Plat principal
Crème de thé au jasmin,5,71,18,lait,6,Dessert
Lotte aux tagliatelles de légumes,5,86,18,légume,7,Plat principal
Truite au beurre de thym,5,32,9,beurre,5,Plat principal
